"sample_id"	"PANGAEA sample id"	"Station.label"	"Layer"	"polar"	"lower.size.fraction"	"upper.size.fraction"	"Event.date"	"Latitude"	"Longitude"	"Depth.nominal"	"Ocean.region"	"Temperature"	"Oxygen"	"ChlorophyllA"	"Carbon.total"	"Salinity"	"Gradient.Surface.temp(SST)"	"Fluorescence"	"CO3"	"HCO3"	"Density"	"PO4"	"PAR.PC"	"NO3"	"Si"	"Alkalinity.total"	"Ammonium.5m"	"Depth.Mixed.Layer"	"Lyapunov"	"NO2"	"Depth.Min.O2"	"NO2NO3"	"Nitracline"	"Brunt.V_is_l_"	"Iron.5m"	"Depth.Max.O2"	"Okubo.Weiss"	"Residence.time"	"Sigma-theta"	"fCDOM"
"ERR3586793"	"TARA_B100000624"	"TARA_129"	"DCM"	"non polar"	0.22	3	"2011-09-11T16:50:01"	6.6112	-153.0543	85	"[NPO] North Pacific Ocean (MRGID:1908)"	28.308435	183.1609	0.13164	0.004	34.798985	0.18099	1.683812	0.015	0	22.14902	0.332	NA	0	1.448	0.0025	0.012012992	91	0.045416	0.6895	169	1.1285	154	117	3.43e-06	41	0.002842	1.083333	22.14902	1.683812
"ERR3586794"	"TARA_B100000624"	"TARA_129"	"DCM"	"non polar"	0.22	3	"2011-09-11T16:50:01"	6.6112	-153.0543	85	"[NPO] North Pacific Ocean (MRGID:1908)"	28.308435	183.1609	0.13164	0.004	34.798985	0.18099	1.683812	0.015	0	22.14902	0.332	NA	0	1.448	0.0025	0.012012992	91	0.045416	0.6895	169	1.1285	154	117	3.43e-06	41	0.002842	1.083333	22.14902	1.683812
"ERR3586795"	"TARA_B100000624"	"TARA_129"	"DCM"	"non polar"	0.22	3	"2011-09-11T16:50:01"	6.6112	-153.0543	85	"[NPO] North Pacific Ocean (MRGID:1908)"	28.308435	183.1609	0.13164	0.004	34.798985	0.18099	1.683812	0.015	0	22.14902	0.332	NA	0	1.448	0.0025	0.012012992	91	0.045416	0.6895	169	1.1285	154	117	3.43e-06	41	0.002842	1.083333	22.14902	1.683812
"ERR3586796"	"TARA_B100000624"	"TARA_129"	"DCM"	"non polar"	0.22	3	"2011-09-11T16:50:01"	6.6112	-153.0543	85	"[NPO] North Pacific Ocean (MRGID:1908)"	28.308435	183.1609	0.13164	0.004	34.798985	0.18099	1.683812	0.015	0	22.14902	0.332	NA	0	1.448	0.0025	0.012012992	91	0.045416	0.6895	169	1.1285	154	117	3.43e-06	41	0.002842	1.083333	22.14902	1.683812
"ERR3586797"	"TARA_B100000660"	"TARA_132"	"DCM"	"non polar"	0.22	3	"2011-10-05T00:59:03"	31.5168	-159.046	115	"[NPO] North Pacific Ocean (MRGID:1908)"	15.321075	222.94125	0.07992	0.0099	34.39568	0.95762	1.910665	0.041	0	25.4389	0.1252	NA	0	4.4468	0.0055	0.022323498	48	0.043804	0.017	16	0.047	128	58	0.00081438	52	0.134524	0	25.4389	1.910665
"ERR3586798"	"TARA_B100000660"	"TARA_132"	"DCM"	"non polar"	0.22	3	"2011-10-05T00:59:03"	31.5168	-159.046	115	"[NPO] North Pacific Ocean (MRGID:1908)"	15.321075	222.94125	0.07992	0.0099	34.39568	0.95762	1.910665	0.041	0	25.4389	0.1252	NA	0	4.4468	0.0055	0.022323498	48	0.043804	0.017	16	0.047	128	58	0.00081438	52	0.134524	0	25.4389	1.910665
"ERR3586799"	"TARA_B100000660"	"TARA_132"	"DCM"	"non polar"	0.22	3	"2011-10-05T00:59:03"	31.5168	-159.046	115	"[NPO] North Pacific Ocean (MRGID:1908)"	15.321075	222.94125	0.07992	0.0099	34.39568	0.95762	1.910665	0.041	0	25.4389	0.1252	NA	0	4.4468	0.0055	0.022323498	48	0.043804	0.017	16	0.047	128	58	0.00081438	52	0.134524	0	25.4389	1.910665
"ERR3586800"	"TARA_B100000660"	"TARA_132"	"DCM"	"non polar"	0.22	3	"2011-10-05T00:59:03"	31.5168	-159.046	115	"[NPO] North Pacific Ocean (MRGID:1908)"	15.321075	222.94125	0.07992	0.0099	34.39568	0.95762	1.910665	0.041	0	25.4389	0.1252	NA	0	4.4468	0.0055	0.022323498	48	0.043804	0.017	16	0.047	128	58	0.00081438	52	0.134524	0	25.4389	1.910665
"ERR3586801"	"TARA_B100001089"	"TARA_133"	"SRF"	"non polar"	0.22	3	"2011-10-18T15:35"	35.3671	-127.7422	5	"[NPO] North Pacific Ocean (MRGID:1908)"	19.24802	223.159	0.03084	0.00805	33.07013	0.87662	1.791365	0.01845	0	23.48431	0.2925	NA	0	1.95475	0.0022	0.019672674	11	0.043359	0.002	532	0.011	95	41	0.000164224	33	-0.465615	41.555556	23.48431	1.791365
"ERR3586802"	"TARA_B100001089"	"TARA_133"	"SRF"	"non polar"	0.22	3	"2011-10-18T15:35"	35.3671	-127.7422	5	"[NPO] North Pacific Ocean (MRGID:1908)"	19.24802	223.159	0.03084	0.00805	33.07013	0.87662	1.791365	0.01845	0	23.48431	0.2925	NA	0	1.95475	0.0022	0.019672674	11	0.043359	0.002	532	0.011	95	41	0.000164224	33	-0.465615	41.555556	23.48431	1.791365
"ERR3586803"	"TARA_B100001089"	"TARA_133"	"SRF"	"non polar"	0.22	3	"2011-10-18T15:35"	35.3671	-127.7422	5	"[NPO] North Pacific Ocean (MRGID:1908)"	19.24802	223.159	0.03084	0.00805	33.07013	0.87662	1.791365	0.01845	0	23.48431	0.2925	NA	0	1.95475	0.0022	0.019672674	11	0.043359	0.002	532	0.011	95	41	0.000164224	33	-0.465615	41.555556	23.48431	1.791365
"ERR3586804"	"TARA_B100001089"	"TARA_133"	"SRF"	"non polar"	0.22	3	"2011-10-18T15:35"	35.3671	-127.7422	5	"[NPO] North Pacific Ocean (MRGID:1908)"	19.24802	223.159	0.03084	0.00805	33.07013	0.87662	1.791365	0.01845	0	23.48431	0.2925	NA	0	1.95475	0.0022	0.019672674	11	0.043359	0.002	532	0.011	95	41	0.000164224	33	-0.465615	41.555556	23.48431	1.791365
"ERR3586805"	"TARA_B100001261"	"TARA_134"	"SRF"	"non polar"	0.22	3	"2011-10-22T14:52"	32.7526	-122.0013	5	"[NPO] North Pacific Ocean (MRGID:1908)"	17.46236	226.8945	0.16416	0.0308	33.468295	0.12666	2.173314	0.0643	0	24.22939	0.288583	NA	0	1.223291	0.00825	0.023116545	31	0.03401	0.015167	631	0.029292	39	41	3.09e-05	13	-0.987565	47.527778	24.22939	2.173314
"ERR3586806"	"TARA_B100001261"	"TARA_134"	"SRF"	"non polar"	0.22	3	"2011-10-22T14:52"	32.7526	-122.0013	5	"[NPO] North Pacific Ocean (MRGID:1908)"	17.46236	226.8945	0.16416	0.0308	33.468295	0.12666	2.173314	0.0643	0	24.22939	0.288583	NA	0	1.223291	0.00825	0.023116545	31	0.03401	0.015167	631	0.029292	39	41	3.09e-05	13	-0.987565	47.527778	24.22939	2.173314
"ERR3586807"	"TARA_B100001261"	"TARA_134"	"SRF"	"non polar"	0.22	3	"2011-10-22T14:52"	32.7526	-122.0013	5	"[NPO] North Pacific Ocean (MRGID:1908)"	17.46236	226.8945	0.16416	0.0308	33.468295	0.12666	2.173314	0.0643	0	24.22939	0.288583	NA	0	1.223291	0.00825	0.023116545	31	0.03401	0.015167	631	0.029292	39	41	3.09e-05	13	-0.987565	47.527778	24.22939	2.173314
"ERR3586808"	"TARA_B100001261"	"TARA_134"	"SRF"	"non polar"	0.22	3	"2011-10-22T14:52"	32.7526	-122.0013	5	"[NPO] North Pacific Ocean (MRGID:1908)"	17.46236	226.8945	0.16416	0.0308	33.468295	0.12666	2.173314	0.0643	0	24.22939	0.288583	NA	0	1.223291	0.00825	0.023116545	31	0.03401	0.015167	631	0.029292	39	41	3.09e-05	13	-0.987565	47.527778	24.22939	2.173314
"ERR3586809"	"TARA_B100001275"	"TARA_135"	"SRF"	"non polar"	0.22	3	"2011-10-23T14:24"	32.9986	-121.7698	5	"[NPO] North Pacific Ocean (MRGID:1908)"	17.46236	226.8945	0.16416	0.0308	33.468295	0.6662	2.173314	0.0643	0	24.22939	0.288583	NA	0	1.223291	0.00825	0.022733899	33	0.047316	0.015167	679	0.029292	43	44	3.36e-05	14	-1.155182	41.666667	24.22939	2.173314
"ERR3586810"	"TARA_B100001275"	"TARA_135"	"SRF"	"non polar"	0.22	3	"2011-10-23T14:24"	32.9986	-121.7698	5	"[NPO] North Pacific Ocean (MRGID:1908)"	17.46236	226.8945	0.16416	0.0308	33.468295	0.6662	2.173314	0.0643	0	24.22939	0.288583	NA	0	1.223291	0.00825	0.022733899	33	0.047316	0.015167	679	0.029292	43	44	3.36e-05	14	-1.155182	41.666667	24.22939	2.173314
"ERR3586811"	"TARA_B100001275"	"TARA_135"	"SRF"	"non polar"	0.22	3	"2011-10-23T14:24"	32.9986	-121.7698	5	"[NPO] North Pacific Ocean (MRGID:1908)"	17.46236	226.8945	0.16416	0.0308	33.468295	0.6662	2.173314	0.0643	0	24.22939	0.288583	NA	0	1.223291	0.00825	0.022733899	33	0.047316	0.015167	679	0.029292	43	44	3.36e-05	14	-1.155182	41.666667	24.22939	2.173314
"ERR3586812"	"TARA_B100001275"	"TARA_135"	"SRF"	"non polar"	0.22	3	"2011-10-23T14:24"	32.9986	-121.7698	5	"[NPO] North Pacific Ocean (MRGID:1908)"	17.46236	226.8945	0.16416	0.0308	33.468295	0.6662	2.173314	0.0643	0	24.22939	0.288583	NA	0	1.223291	0.00825	0.022733899	33	0.047316	0.015167	679	0.029292	43	44	3.36e-05	14	-1.155182	41.666667	24.22939	2.173314
"ERR3586813"	"TARA_B100001263"	"TARA_135"	"DCM"	"non polar"	0.22	3	"2011-10-23T21:22"	32.931	-121.8645	30	"[NPO] North Pacific Ocean (MRGID:1908)"	16.2703	226.2744	0.19488	0.09525	33.417845	1.4971	2.413609	0.1078	0	24.46531	0.370333	NA	0.065956	1.615166	0.0271	0.022733899	30	0.047316	0.128209	511	1.011	38	43	3.36e-05	13	-1.155182	41.666667	24.46531	2.413609
"ERR3586814"	"TARA_B100001263"	"TARA_135"	"DCM"	"non polar"	0.22	3	"2011-10-23T21:22"	32.931	-121.8645	30	"[NPO] North Pacific Ocean (MRGID:1908)"	16.2703	226.2744	0.19488	0.09525	33.417845	1.4971	2.413609	0.1078	0	24.46531	0.370333	NA	0.065956	1.615166	0.0271	0.022733899	30	0.047316	0.128209	511	1.011	38	43	3.36e-05	13	-1.155182	41.666667	24.46531	2.413609
"ERR3586815"	"TARA_B100001263"	"TARA_135"	"DCM"	"non polar"	0.22	3	"2011-10-23T21:22"	32.931	-121.8645	30	"[NPO] North Pacific Ocean (MRGID:1908)"	16.2703	226.2744	0.19488	0.09525	33.417845	1.4971	2.413609	0.1078	0	24.46531	0.370333	NA	0.065956	1.615166	0.0271	0.022733899	30	0.047316	0.128209	511	1.011	38	43	3.36e-05	13	-1.155182	41.666667	24.46531	2.413609
"ERR3586816"	"TARA_B100001263"	"TARA_135"	"DCM"	"non polar"	0.22	3	"2011-10-23T21:22"	32.931	-121.8645	30	"[NPO] North Pacific Ocean (MRGID:1908)"	16.2703	226.2744	0.19488	0.09525	33.417845	1.4971	2.413609	0.1078	0	24.46531	0.370333	NA	0.065956	1.615166	0.0271	0.022733899	30	0.047316	0.128209	511	1.011	38	43	3.36e-05	13	-1.155182	41.666667	24.46531	2.413609
"ERR3586817"	"TARA_B100001977"	"TARA_136"	"SRF"	"non polar"	0.22	3	"2011-11-30T16:20"	17.0854	-118.8913	5	"[NPO] North Pacific Ocean (MRGID:1908)"	24.612275	201.518375	0.0717	0.0051	34.524725	0.14708	1.639171	0.0109	0	23.0995	0.3115	NA	0	1.7995	0.002	0.012660564	43	0.071185	0.0145	370	0.242	48	54	5.28e-05	13	-0.588642	44.027778	23.0995	1.639171
"ERR3586818"	"TARA_B100001977"	"TARA_136"	"SRF"	"non polar"	0.22	3	"2011-11-30T16:20"	17.0854	-118.8913	5	"[NPO] North Pacific Ocean (MRGID:1908)"	24.612275	201.518375	0.0717	0.0051	34.524725	0.14708	1.639171	0.0109	0	23.0995	0.3115	NA	0	1.7995	0.002	0.012660564	43	0.071185	0.0145	370	0.242	48	54	5.28e-05	13	-0.588642	44.027778	23.0995	1.639171
"ERR3586819"	"TARA_B100001977"	"TARA_136"	"SRF"	"non polar"	0.22	3	"2011-11-30T16:20"	17.0854	-118.8913	5	"[NPO] North Pacific Ocean (MRGID:1908)"	24.612275	201.518375	0.0717	0.0051	34.524725	0.14708	1.639171	0.0109	0	23.0995	0.3115	NA	0	1.7995	0.002	0.012660564	43	0.071185	0.0145	370	0.242	48	54	5.28e-05	13	-0.588642	44.027778	23.0995	1.639171
"ERR3586820"	"TARA_B100001977"	"TARA_136"	"SRF"	"non polar"	0.22	3	"2011-11-30T16:20"	17.0854	-118.8913	5	"[NPO] North Pacific Ocean (MRGID:1908)"	24.612275	201.518375	0.0717	0.0051	34.524725	0.14708	1.639171	0.0109	0	23.0995	0.3115	NA	0	1.7995	0.002	0.012660564	43	0.071185	0.0145	370	0.242	48	54	5.28e-05	13	-0.588642	44.027778	23.0995	1.639171
"ERR3586821"	"TARA_B100002010"	"TARA_139"	"SRF"	"non polar"	0.22	3	"2011-12-15T14:16"	6.4998	-94.9527	5	"[NPO] North Pacific Ocean (MRGID:1908)"	26.396617	183.942	0.248	0.06825	33.205433	0.12938	1.908432	0.0769	0	21.557358	0.55525	NA	2.969288	3.454	0.02775	0.016344247	20	0.029167	0.0995	438	4.49825	22	22	4.5e-06	13	-1.751306	13.861111	21.557358	1.908432
"ERR3586822"	"TARA_B100002010"	"TARA_139"	"SRF"	"non polar"	0.22	3	"2011-12-15T14:16"	6.4998	-94.9527	5	"[NPO] North Pacific Ocean (MRGID:1908)"	26.396617	183.942	0.248	0.06825	33.205433	0.12938	1.908432	0.0769	0	21.557358	0.55525	NA	2.969288	3.454	0.02775	0.016344247	20	0.029167	0.0995	438	4.49825	22	22	4.5e-06	13	-1.751306	13.861111	21.557358	1.908432
"ERR3586823"	"TARA_B100002010"	"TARA_139"	"SRF"	"non polar"	0.22	3	"2011-12-15T14:16"	6.4998	-94.9527	5	"[NPO] North Pacific Ocean (MRGID:1908)"	26.396617	183.942	0.248	0.06825	33.205433	0.12938	1.908432	0.0769	0	21.557358	0.55525	NA	2.969288	3.454	0.02775	0.016344247	20	0.029167	0.0995	438	4.49825	22	22	4.5e-06	13	-1.751306	13.861111	21.557358	1.908432
"ERR3586824"	"TARA_B100002010"	"TARA_139"	"SRF"	"non polar"	0.22	3	"2011-12-15T14:16"	6.4998	-94.9527	5	"[NPO] North Pacific Ocean (MRGID:1908)"	26.396617	183.942	0.248	0.06825	33.205433	0.12938	1.908432	0.0769	0	21.557358	0.55525	NA	2.969288	3.454	0.02775	0.016344247	20	0.029167	0.0995	438	4.49825	22	22	4.5e-06	13	-1.751306	13.861111	21.557358	1.908432
"ERR3586825"	"TARA_B100002017"	"TARA_140"	"SRF"	"non polar"	0.22	3	"2011-12-21T16:20"	7.4122	-79.3017	5	"[NPO] North Pacific Ocean (MRGID:1908)"	26.555663	205.411	0.0186	0.04365	28.922675	0.52326	1.782691	0.01655	0	18.28625	0.09345	NA	0	0.63375	0.0037	0.017845567	26	0	0.0043	360	0.00275	52	42	3.48e-05	14	0.254223	2	18.28625	1.782691
"ERR3586826"	"TARA_B100002017"	"TARA_140"	"SRF"	"non polar"	0.22	3	"2011-12-21T16:20"	7.4122	-79.3017	5	"[NPO] North Pacific Ocean (MRGID:1908)"	26.555663	205.411	0.0186	0.04365	28.922675	0.52326	1.782691	0.01655	0	18.28625	0.09345	NA	0	0.63375	0.0037	0.017845567	26	0	0.0043	360	0.00275	52	42	3.48e-05	14	0.254223	2	18.28625	1.782691
"ERR3586827"	"TARA_B100002017"	"TARA_140"	"SRF"	"non polar"	0.22	3	"2011-12-21T16:20"	7.4122	-79.3017	5	"[NPO] North Pacific Ocean (MRGID:1908)"	26.555663	205.411	0.0186	0.04365	28.922675	0.52326	1.782691	0.01655	0	18.28625	0.09345	NA	0	0.63375	0.0037	0.017845567	26	0	0.0043	360	0.00275	52	42	3.48e-05	14	0.254223	2	18.28625	1.782691
"ERR3586828"	"TARA_B100002017"	"TARA_140"	"SRF"	"non polar"	0.22	3	"2011-12-21T16:20"	7.4122	-79.3017	5	"[NPO] North Pacific Ocean (MRGID:1908)"	26.555663	205.411	0.0186	0.04365	28.922675	0.52326	1.782691	0.01655	0	18.28625	0.09345	NA	0	0.63375	0.0037	0.017845567	26	0	0.0043	360	0.00275	52	42	3.48e-05	14	0.254223	2	18.28625	1.782691
"ERR3586829"	"TARA_B100001171"	"TARA_152"	"MIX"	"non polar"	0.22	3	"2012-03-20T08:48:42"	43.7056	-16.8794	25	"[NAO] North Atlantic Ocean (MRGID:1912)"	14.29128	241.1573	0.09816	NA	35.992515	0.50565	1.948381	NA	NA	26.89311	0.167	NA	3.283695	1.255	NA	0.022559946	167	0.033926	0.3195	836	2.2565	761	1005	0.000994762	37	-0.093316	6.083333	26.89311	1.948381
"ERR3586830"	"TARA_B100001171"	"TARA_152"	"MIX"	"non polar"	0.22	3	"2012-03-20T08:48:42"	43.7056	-16.8794	25	"[NAO] North Atlantic Ocean (MRGID:1912)"	14.29128	241.1573	0.09816	NA	35.992515	0.50565	1.948381	NA	NA	26.89311	0.167	NA	3.283695	1.255	NA	0.022559946	167	0.033926	0.3195	836	2.2565	761	1005	0.000994762	37	-0.093316	6.083333	26.89311	1.948381
"ERR3586831"	"TARA_B100001171"	"TARA_152"	"MIX"	"non polar"	0.22	3	"2012-03-20T08:48:42"	43.7056	-16.8794	25	"[NAO] North Atlantic Ocean (MRGID:1912)"	14.29128	241.1573	0.09816	NA	35.992515	0.50565	1.948381	NA	NA	26.89311	0.167	NA	3.283695	1.255	NA	0.022559946	167	0.033926	0.3195	836	2.2565	761	1005	0.000994762	37	-0.093316	6.083333	26.89311	1.948381
"ERR3586832"	"TARA_B100001171"	"TARA_152"	"MIX"	"non polar"	0.22	3	"2012-03-20T08:48:42"	43.7056	-16.8794	25	"[NAO] North Atlantic Ocean (MRGID:1912)"	14.29128	241.1573	0.09816	NA	35.992515	0.50565	1.948381	NA	NA	26.89311	0.167	NA	3.283695	1.255	NA	0.022559946	167	0.033926	0.3195	836	2.2565	761	1005	0.000994762	37	-0.093316	6.083333	26.89311	1.948381
"ERR3586834"	"TARA_B100000637"	"TARA_131"	"SRF"	"non polar"	0.22	3	"2011-09-29T19:23"	22.7598	-157.9568	5	"[NPO] North Pacific Ocean (MRGID:1908)"	26.275305	194.93045	0	0.0026	35.27298	0.20392	1.322836	0.0035	0	23.153445	0.0457	NA	0	1.0473	0	0.015839912	64	0.05711	0.0015	784	0.018	462	80	0.000198943	95	-0.047315	0	23.153445	1.322836
"ERR3586835"	"TARA_B100000637"	"TARA_131"	"SRF"	"non polar"	0.22	3	"2011-09-29T19:23"	22.7598	-157.9568	5	"[NPO] North Pacific Ocean (MRGID:1908)"	26.275305	194.93045	0	0.0026	35.27298	0.20392	1.322836	0.0035	0	23.153445	0.0457	NA	0	1.0473	0	0.015839912	64	0.05711	0.0015	784	0.018	462	80	0.000198943	95	-0.047315	0	23.153445	1.322836
"ERR3586836"	"TARA_B100000637"	"TARA_131"	"SRF"	"non polar"	0.22	3	"2011-09-29T19:23"	22.7598	-157.9568	5	"[NPO] North Pacific Ocean (MRGID:1908)"	26.275305	194.93045	0	0.0026	35.27298	0.20392	1.322836	0.0035	0	23.153445	0.0457	NA	0	1.0473	0	0.015839912	64	0.05711	0.0015	784	0.018	462	80	0.000198943	95	-0.047315	0	23.153445	1.322836
"ERR3586837"	"TARA_B100000637"	"TARA_131"	"SRF"	"non polar"	0.22	3	"2011-09-29T19:23"	22.7598	-157.9568	5	"[NPO] North Pacific Ocean (MRGID:1908)"	26.275305	194.93045	0	0.0026	35.27298	0.20392	1.322836	0.0035	0	23.153445	0.0457	NA	0	1.0473	0	0.015839912	64	0.05711	0.0015	784	0.018	462	80	0.000198943	95	-0.047315	0	23.153445	1.322836
"ERR3586838"	"TARA_B100000637"	"TARA_131"	"SRF"	"non polar"	0.22	3	"2011-09-29T19:23"	22.7598	-157.9568	5	"[NPO] North Pacific Ocean (MRGID:1908)"	26.275305	194.93045	0	0.0026	35.27298	0.20392	1.322836	0.0035	0	23.153445	0.0457	NA	0	1.0473	0	0.015839912	64	0.05711	0.0015	784	0.018	462	80	0.000198943	95	-0.047315	0	23.153445	1.322836
"ERR3586839"	"TARA_B100000637"	"TARA_131"	"SRF"	"non polar"	0.22	3	"2011-09-29T19:23"	22.7598	-157.9568	5	"[NPO] North Pacific Ocean (MRGID:1908)"	26.275305	194.93045	0	0.0026	35.27298	0.20392	1.322836	0.0035	0	23.153445	0.0457	NA	0	1.0473	0	0.015839912	64	0.05711	0.0015	784	0.018	462	80	0.000198943	95	-0.047315	0	23.153445	1.322836
"ERR3586840"	"TARA_B100000639"	"TARA_131"	"DCM"	"non polar"	0.22	3	"2011-09-30T17:37:06"	22.7901	-157.9439	110	"[NPO] North Pacific Ocean (MRGID:1908)"	22.3077	204.16885	0.04584	0.00525	35.305705	0.18662	1.672468	0.02915	0	24.36847	0.0172	NA	0	1.6413	0.00155	0.015839912	56	0.05711	0.01	159	0.006	166	86	0.000198943	117	-0.047315	0	24.36847	1.672468
"ERR3586841"	"TARA_B100000639"	"TARA_131"	"DCM"	"non polar"	0.22	3	"2011-09-30T17:37:06"	22.7901	-157.9439	110	"[NPO] North Pacific Ocean (MRGID:1908)"	22.3077	204.16885	0.04584	0.00525	35.305705	0.18662	1.672468	0.02915	0	24.36847	0.0172	NA	0	1.6413	0.00155	0.015839912	56	0.05711	0.01	159	0.006	166	86	0.000198943	117	-0.047315	0	24.36847	1.672468
"ERR3586842"	"TARA_B100000639"	"TARA_131"	"DCM"	"non polar"	0.22	3	"2011-09-30T17:37:06"	22.7901	-157.9439	110	"[NPO] North Pacific Ocean (MRGID:1908)"	22.3077	204.16885	0.04584	0.00525	35.305705	0.18662	1.672468	0.02915	0	24.36847	0.0172	NA	0	1.6413	0.00155	0.015839912	56	0.05711	0.01	159	0.006	166	86	0.000198943	117	-0.047315	0	24.36847	1.672468
"ERR3586843"	"TARA_B100000639"	"TARA_131"	"DCM"	"non polar"	0.22	3	"2011-09-30T17:37:06"	22.7901	-157.9439	110	"[NPO] North Pacific Ocean (MRGID:1908)"	22.3077	204.16885	0.04584	0.00525	35.305705	0.18662	1.672468	0.02915	0	24.36847	0.0172	NA	0	1.6413	0.00155	0.015839912	56	0.05711	0.01	159	0.006	166	86	0.000198943	117	-0.047315	0	24.36847	1.672468
"ERR3586844"	"TARA_B100000639"	"TARA_131"	"DCM"	"non polar"	0.22	3	"2011-09-30T17:37:06"	22.7901	-157.9439	110	"[NPO] North Pacific Ocean (MRGID:1908)"	22.3077	204.16885	0.04584	0.00525	35.305705	0.18662	1.672468	0.02915	0	24.36847	0.0172	NA	0	1.6413	0.00155	0.015839912	56	0.05711	0.01	159	0.006	166	86	0.000198943	117	-0.047315	0	24.36847	1.672468
"ERR3586845"	"TARA_B100000639"	"TARA_131"	"DCM"	"non polar"	0.22	3	"2011-09-30T17:37:06"	22.7901	-157.9439	110	"[NPO] North Pacific Ocean (MRGID:1908)"	22.3077	204.16885	0.04584	0.00525	35.305705	0.18662	1.672468	0.02915	0	24.36847	0.0172	NA	0	1.6413	0.00155	0.015839912	56	0.05711	0.01	159	0.006	166	86	0.000198943	117	-0.047315	0	24.36847	1.672468
"ERR3586846"	"TARA_B100000651"	"TARA_131"	"MES"	"non polar"	0.22	3	"2011-10-01T00:58:10"	22.7546	-158.0067	746	"[NPO] North Pacific Ocean (MRGID:1908)"	4.663706	22.28975	-0.0018	0	34.254006	0.28285	3.570392	0	0	27.129662	NA	NA	37.060557	NA	0	0.015839912	45	0.05711	NA	745	NA	448	56	0.000198943	61	-0.047315	0	27.129662	3.570392
"ERR3586847"	"TARA_B100000651"	"TARA_131"	"MES"	"non polar"	0.22	3	"2011-10-01T00:58:10"	22.7546	-158.0067	746	"[NPO] North Pacific Ocean (MRGID:1908)"	4.663706	22.28975	-0.0018	0	34.254006	0.28285	3.570392	0	0	27.129662	NA	NA	37.060557	NA	0	0.015839912	45	0.05711	NA	745	NA	448	56	0.000198943	61	-0.047315	0	27.129662	3.570392
"ERR3586848"	"TARA_B100000651"	"TARA_131"	"MES"	"non polar"	0.22	3	"2011-10-01T00:58:10"	22.7546	-158.0067	746	"[NPO] North Pacific Ocean (MRGID:1908)"	4.663706	22.28975	-0.0018	0	34.254006	0.28285	3.570392	0	0	27.129662	NA	NA	37.060557	NA	0	0.015839912	45	0.05711	NA	745	NA	448	56	0.000198943	61	-0.047315	0	27.129662	3.570392
"ERR3586849"	"TARA_B100000651"	"TARA_131"	"MES"	"non polar"	0.22	3	"2011-10-01T00:58:10"	22.7546	-158.0067	746	"[NPO] North Pacific Ocean (MRGID:1908)"	4.663706	22.28975	-0.0018	0	34.254006	0.28285	3.570392	0	0	27.129662	NA	NA	37.060557	NA	0	0.015839912	45	0.05711	NA	745	NA	448	56	0.000198943	61	-0.047315	0	27.129662	3.570392
"ERR3586850"	"TARA_B100000651"	"TARA_131"	"MES"	"non polar"	0.22	3	"2011-10-01T00:58:10"	22.7546	-158.0067	746	"[NPO] North Pacific Ocean (MRGID:1908)"	4.663706	22.28975	-0.0018	0	34.254006	0.28285	3.570392	0	0	27.129662	NA	NA	37.060557	NA	0	0.015839912	45	0.05711	NA	745	NA	448	56	0.000198943	61	-0.047315	0	27.129662	3.570392
"ERR3586851"	"TARA_B100000651"	"TARA_131"	"MES"	"non polar"	0.22	3	"2011-10-01T00:58:10"	22.7546	-158.0067	746	"[NPO] North Pacific Ocean (MRGID:1908)"	4.663706	22.28975	-0.0018	0	34.254006	0.28285	3.570392	0	0	27.129662	NA	NA	37.060557	NA	0	0.015839912	45	0.05711	NA	745	NA	448	56	0.000198943	61	-0.047315	0	27.129662	3.570392
"ERR3586852"	"TARA_B100001242"	"TARA_132"	"MES"	"non polar"	0.22	3	"2011-10-05T20:45:47"	31.528	-159.0224	550	"[NPO] North Pacific Ocean (MRGID:1908)"	6.634392	131.979417	-0.0024	0	33.991383	0.83732	3.06763	0	0	26.6805	NA	NA	28.302949	NA	0	0.022323498	47	0.043804	NA	646	NA	137	56	0.00081438	56	0.134524	0	26.6805	3.06763
"ERR3586853"	"TARA_B100001242"	"TARA_132"	"MES"	"non polar"	0.22	3	"2011-10-05T20:45:47"	31.528	-159.0224	550	"[NPO] North Pacific Ocean (MRGID:1908)"	6.634392	131.979417	-0.0024	0	33.991383	0.83732	3.06763	0	0	26.6805	NA	NA	28.302949	NA	0	0.022323498	47	0.043804	NA	646	NA	137	56	0.00081438	56	0.134524	0	26.6805	3.06763
"ERR3586854"	"TARA_B100001242"	"TARA_132"	"MES"	"non polar"	0.22	3	"2011-10-05T20:45:47"	31.528	-159.0224	550	"[NPO] North Pacific Ocean (MRGID:1908)"	6.634392	131.979417	-0.0024	0	33.991383	0.83732	3.06763	0	0	26.6805	NA	NA	28.302949	NA	0	0.022323498	47	0.043804	NA	646	NA	137	56	0.00081438	56	0.134524	0	26.6805	3.06763
"ERR3586855"	"TARA_B100001242"	"TARA_132"	"MES"	"non polar"	0.22	3	"2011-10-05T20:45:47"	31.528	-159.0224	550	"[NPO] North Pacific Ocean (MRGID:1908)"	6.634392	131.979417	-0.0024	0	33.991383	0.83732	3.06763	0	0	26.6805	NA	NA	28.302949	NA	0	0.022323498	47	0.043804	NA	646	NA	137	56	0.00081438	56	0.134524	0	26.6805	3.06763
